departamento,cultivo,n_periodos,anio_inicio,anio_fin,duracion_anios,gaps,completitud_pct,produccion_total,produccion_promedio,area_sembrada_promedio,area_cosechada_promedio,rendimiento_promedio,cv_produccion,std_produccion,cv_area_sembrada,cv_rendimiento,tendencia_produccion_pendiente,tendencia_produccion_r2,tendencia_produccion_pvalue,tendencia_area_pendiente,tendencia_area_r2,mk_tau_produccion,mk_pvalue_produccion,mk_tau_area,mk_pvalue_area,n_periodos_A,n_periodos_B,n_ciclos_completos,produccion_promedio_A,produccion_promedio_B,ratio_AB,diferencia_AB,porcentaje_A_mayor_B,hhi_tiempo_produccion,hhi_espacial_cultivo
la guajira,ahuyama,35,2007,2024,18,1,97.22222222222221,178395.94999999998,5097.027142857142,792.2114285714287,658.0857142857143,7.323751773903543,0.8941623303426292,4557.569667876775,0.6972982018266275,0.2585838662513603,676.4636893376633,0.6242840955025553,1.6584306022846126e-08,84.31919102056554,0.6602273156040489,0.6504201680672269,3.886033566680042e-08,0.6560136887030059,3.040003413570393e-08,18,17,17,3537.327777777778,6748.4735294117645,0.5241670968050921,-3211.1457516339865,5.88235294117647,0.05076236186296154,0.0821380302774234
santander,ahuyama,35,2007,2024,18,1,97.22222222222221,166311.48000000004,4751.756571428573,258.95057142857144,233.23342857142856,21.396558981390726,0.5033805586528203,2391.941877507925,0.4266118960984868,0.30022593960835137,107.9501244013464,0.0577171625920516,0.16448583273472434,12.840294174339817,0.38283373450585567,0.1899159663865546,0.10854623090377957,0.3633306583585879,0.0021562739687063597,18,17,17,5042.179999999999,4444.249411764707,1.1345402862972689,597.9305882352928,70.58823529411765,0.03560434902221,0.0821380302774234
magdalena,aji,35,2007,2024,18,1,97.22222222222221,162607.18000000002,4645.919428571429,689.3594285714287,564.2099999999999,7.8904084783754005,0.5303983155518653,2464.187839103971,0.2889243425477621,0.2305064893480499,190.49091440179117,0.16934049946479734,0.014048457982105847,4.69183962753733,0.01572485081948726,0.24033613445378152,0.042274801642017606,0.031932773109243695,0.7872931892354373,18,17,17,4769.197777777777,4515.389411764706,1.0562096295286918,253.80836601307146,64.70588235294117,0.03637955974430098,0.20793444438942935
magdalena,ahuyama,33,2007,2024,18,3,91.66666666666666,160956.11,4877.457878787878,584.9881818181818,491.2121212121212,11.444486645494969,0.702521186115612,3426.5174942349972,0.693184434658496,0.3872669093052244,416.25646127695757,0.3946403284840176,9.068062143120183e-05,65.62411558482953,0.7003587084253932,0.47727272727272724,5.3948948132773416e-05,0.6502372589283282,1.0652759258375093e-07,17,16,15,5345.906470588236,4379.731250000001,1.2206014856706642,966.1752205882349,60.0,0.04480546606255387,0.0821380302774234
huila,melon,35,2007,2024,18,1,97.22222222222221,160107.41000000003,4574.49742857143,244.7105714285714,240.3162857142857,18.26868062804519,0.7570021264788594,3462.9042810006467,0.7013433756722449,0.09544059367498181,614.9337000133451,0.8935843151704042,1.2821910141772845e-17,30.495342882137518,0.8946642917160319,0.8016806722689076,1.2519770958201836e-11,0.7962974247213847,1.8343787835216465e-11,18,17,17,4815.006111111111,4319.841176470589,1.1146257268294024,495.164934640522,58.82352941176471,0.04447655139818735,0.11954846649300852
cesar,melon,33,2007,2024,18,3,91.66666666666666,158077.32,4790.221818181818,330.69393939393944,298.0284848484848,13.663172149572777,1.3551641754842705,6491.537000623126,0.7264218746624219,0.7296396166756389,212.83436628884436,0.02815484500246499,0.35062493815949547,13.652405228049247,0.08459656858860559,0.33554517443240256,0.006091029839723182,0.2201142482679994,0.07221131834403942,18,15,15,5530.095555555556,3902.3733333333334,1.4171108408102646,1627.7222222222222,80.0,0.08426725267264533,0.11954846649300852
caldas,papa,35,2007,2024,18,1,97.22222222222221,154402.0,4411.4857142857145,338.37142857142857,311.48571428571427,14.332332982448529,0.5013238855812927,2211.583159472079,0.4541103371279342,0.17944144774971899,14.01742211941939,0.0011383863468976184,0.8474180973585504,-3.0101863796094492,0.01087518240577139,0.02857142857142857,0.8092262462292724,-0.1092436974789916,0.3559586988465744,18,17,17,5938.833333333333,2794.294117647059,2.125342960795458,3144.539215686274,94.11764705882352,0.03554699730665066,0.2770636521713945
putumayo,maiz,35,2007,2024,18,1,97.22222222222221,154177.71,4405.077428571429,3686.758,3410.941142857143,1.2792535865464334,0.4263867468489622,1878.2666343863632,0.3811626183617823,0.1958519888908927,17.996076390433416,0.0026013637963859196,0.7710726415537777,-59.17083403763179,0.05024182878220269,0.055462184873949584,0.6393217922234354,-0.1361344537815126,0.25001374482882743,18,17,17,5118.693333333333,3649.484117647059,1.4025799724903367,1469.2092156862736,88.23529411764706,0.03361746315772,0.09355481422716007
santander,frijol,35,2007,2024,18,1,97.22222222222221,153961.91,4398.911714285714,3888.0985714285716,3564.4614285714283,1.2576842862359314,0.19152772061304005,842.5135338151433,0.21948144754192267,0.15198182361674148,-30.308034488382795,0.03667091081917306,0.2704608838217359,-99.97921429948255,0.3889638115027686,-0.08907563025210083,0.4516446963045264,-0.4319327731092437,0.0002624772272640319,18,17,17,4678.948333333334,4102.402352941176,1.1405386236625008,576.5459803921576,82.35294117647058,0.029589565309346696,0.09998560464958732
guaviare,arroz,33,2007,2024,18,3,91.66666666666666,152585.80000000002,4623.812121212121,1506.060606060606,1367.121212121212,3.5291691854656486,0.7725190014215452,3571.9827226396246,0.7748755617206686,0.21930462018928362,217.92857366313143,0.1025338021491708,0.06926238655821527,64.44282104611786,0.08399581919020094,0.3052134072520724,0.01259926513237619,0.2938389945594486,0.016309171877754974,18,15,15,5201.1161111111105,3931.047333333333,1.323086615367926,1270.0687777777775,73.33333333333333,0.04783943015779147,0.1516991903190055
valle del cauca,cebolla de rama,25,2007,2024,18,11,69.44444444444444,151578.04,6063.1216,344.61680088008796,336.840800880088,18.472577182476655,0.6208729402296949,3764.428134762172,0.48978196755176184,0.6820379670088573,124.60356166625748,0.03346867852136279,0.3814037126718216,-6.900565498620953,0.05105832487175671,0.15999999999999995,0.27546798247377474,-0.13689501547530641,0.3381560745567471,18,7,7,6958.385555555556,3761.014285714286,1.8501353695959253,3197.3712698412696,85.71428571428571,0.0548025551837235,0.28987950216277486
cundinamarca,cilantro,35,2007,2024,18,1,97.22222222222221,147268.61,4207.674571428571,379.8691428571429,351.954,11.672850768841629,0.4898572255038128,2061.159791382944,0.29267382275172926,0.2881104748418924,273.51649956259365,0.4990035775915159,2.1178766122529113e-06,13.759697225805501,0.43405212284479777,0.6470588235294117,4.5629507146046444e-08,0.5260504201680672,8.787215107542536e-06,18,17,17,4458.352222222222,3942.2511764705887,1.1309153127613971,516.1010457516331,58.82352941176471,0.035231545670907735,0.18391479166505917
cesar,tomate,35,2007,2024,18,1,97.22222222222221,146034.4,4172.411428571429,261.5837142857143,234.4414285714286,19.506089423431824,0.42159827506313186,1759.081461139412,0.4272399680967386,0.3348957235500091,181.92519905698154,0.3030914864339795,0.0006108574525691893,15.607928028112637,0.5526946727880881,0.3848739495798319,0.0011454445000980693,0.5618168513507794,2.09790809231201e-06,18,17,17,4474.844444444444,3852.1882352941175,1.1616370154099664,622.6562091503265,76.47058823529412,0.033504762112841695,0.11898486147825811
valle del cauca,ahuyama,35,2007,2024,18,1,97.22222222222221,145361.66999999998,4153.190571428571,257.9894285714286,240.10800000000003,17.230877687761012,0.19878181523853403,825.5787608201358,0.14994054013739128,0.09204978568144918,75.10017362810078,0.23449024600266313,0.0032023619960828064,-0.0859979538276759,0.00014005357410011785,0.3042016806722689,0.010156378915370136,0.020185036575477107,0.8646685425149012,18,17,17,4125.268333333333,4182.755294117647,0.9862561979503893,-57.48696078431385,58.82352941176471,0.029668149503970544,0.0821380302774234
santander,pimenton,35,2007,2024,18,1,97.22222222222221,143610.96000000002,4103.170285714286,246.23714285714283,223.42857142857144,19.177496426039518,0.4821344162907318,1978.2796106443327,0.37457450385317215,0.3496171703371452,-109.87477529172786,0.08741391537343576,0.08463499903969161,4.160971487033496,0.057672111267965114,-0.09243697478991597,0.43475617175843195,0.18534178824330344,0.1181395711400141,18,17,17,4580.029444444444,3598.260588235294,1.2728454018641941,981.7688562091503,94.11764705882352,0.03502320183073318,0.20914195862847876
boyaca,arveja,35,2007,2024,18,1,97.22222222222221,143314.46,4094.698857142857,3129.5917142857143,2891.1465714285714,1.3958391490381699,0.41142558212658914,1684.6638609330791,0.33388496954982516,0.1481198620434309,-163.32793944516115,0.2663510236242274,0.0015060245289795638,-102.70604540130186,0.2737680948507942,-0.3142857142857143,0.00791515454135814,-0.28403361344537814,0.016393190067244108,18,17,17,4099.818888888889,4089.2776470588246,1.0025777760132395,10.541241830064337,47.05882352941176,0.03326956271621134,0.3037951755849065
atlantico,melon,34,2007,2024,18,2,94.44444444444444,139251.6,4095.6352941176474,351.6754010695187,282.44010695187166,13.241256237243059,0.7251478158258847,2969.940987948817,0.5710583787338084,0.4709306058753871,393.47173341485774,0.5117043679966922,1.990278296096826e-06,12.170054751118641,0.10706012656049152,0.5329768270944742,9.314300612403643e-06,0.24420677361853835,0.042260195248074485,18,16,16,4932.394444444444,3154.28125,1.5637142199810001,1778.1131944444442,93.75,0.04442274974766669,0.11954846649300852
magdalena,patilla,34,2007,2024,18,2,94.44444444444444,134180.22999999998,3946.477352941176,530.0470588235294,442.10588235294114,8.805454187022551,0.6261703716013652,2471.1671906075485,0.47439250959985363,0.21182455564986608,288.1513393457657,0.39639184743091804,6.626100179482339e-05,31.514206664628535,0.45792667259408487,0.42105279911004134,0.00046708870164760915,0.5388048530984427,7.553145668903199e-06,18,16,16,4739.23,3054.630625,1.5514903704600944,1684.5993749999998,87.5,0.04060462632435635,0.263014574837113
valle del cauca,papa,28,2007,2024,18,8,77.77777777777779,131855.5,4709.125,263.44642857142856,259.75,18.255264696644236,0.2910652685043239,1370.6627325454242,0.21491962374664636,0.20920320922023303,-151.39348811160318,0.31695308348154105,0.0018145283382515712,-2.997021536581639,0.07279218465776392,-0.27814593934131077,0.03800141126091333,-0.19973811527658486,0.13802474404086554,18,10,10,4954.055555555556,4268.25,1.1606760512049565,685.8055555555557,30.0,0.03863190401058207,0.2770636521713945
magdalena,tomate,35,2007,2024,18,1,97.22222222222221,131309.76,3751.707428571429,324.98085714285713,264.0437142857143,14.196087718363001,0.47406999963331253,1778.571939287153,0.389753678016868,0.18805297881507674,-120.0406323858666,0.1290843524186474,0.034030787279026614,-14.286168468187958,0.3604918524772453,-0.2168067226890756,0.06695369499580067,-0.39831932773109247,0.0007633879309194244,18,17,17,4354.439444444444,3113.5205882352943,1.3985581020077622,1240.91885620915,70.58823529411765,0.034809175832472804,0.11898486147825811
norte de santander,cebolla de rama,27,2007,2024,18,9,75.0,130198.12,4822.152592592593,326.98148148148147,319.1785185185185,14.694998150028162,0.7010239536569239,3380.4444755962454,0.6740656573304568,0.11646494859746473,574.8875057939739,0.7732745514708614,1.56174812869814e-09,38.02365539838565,0.7957425948701302,0.8045657259205162,4.10002653509962e-09,0.7954293573868896,6.6623023373760004e-09,18,9,9,4114.737777777777,6236.982222222223,0.6597321639168799,-2122.2444444444454,33.33333333333333,0.05456419639728452,0.28987950216277486
narino,repollo,35,2007,2024,18,1,97.22222222222221,129456.43000000001,3698.7551428571433,156.25,151.22857142857146,24.478181577495846,0.6804858165085897,2516.9504134524886,0.6539873032046885,0.1499591741159918,-367.9366355292618,0.6055592880038592,3.751951348896203e-08,-13.878382485951105,0.5227077537741297,-0.5058823529411764,1.914540705938678e-05,-0.33641727625795176,0.004503258340328473,18,17,17,4071.929444444445,3303.629411764706,1.2325624145201366,768.3000326797387,64.70588235294117,0.0414237323918027,0.32064196932695327
caqueta,arroz,35,2007,2024,18,1,97.22222222222221,129039.18000000001,3686.8337142857144,1299.857142857143,1206.6,2.836297449022926,0.7021659864032558,2588.769231696208,0.523551116905043,0.27958072691394625,44.29605429770327,0.008296660756424207,0.6027948401867087,16.13369808579097,0.015926426571467485,0.09915966386554621,0.4020955799011128,0.09419683735222649,0.4264038863339936,18,17,17,4480.160555555555,2846.8405882352945,1.5737307435021244,1633.3199673202607,76.47058823529412,0.04225572282750722,0.1516991903190055
santander,melon,34,2007,2024,18,2,94.44444444444444,128755.67,3786.9314705882352,161.6529411764706,153.09058823529412,25.007935181986944,0.33761548472548064,1278.5267040648243,0.38121596135372215,0.15122118126598696,-97.47528217670431,0.16945605146425377,0.015568945748440706,-6.366264139406906,0.31113410651100826,-0.36898395721925137,0.0021502131954729263,-0.47185156168882686,9.042526927393102e-05,18,16,16,3967.480555555556,3583.81375,1.1070554533018229,383.66680555555604,68.75,0.03266563937056393,0.11954846649300852
tolima,sorgo,34,2007,2024,18,2,94.44444444444444,125207.0,3682.5588235294117,1296.6470588235295,1210.0882352941176,3.138620860563742,1.3694616486009665,5043.123077540624,1.3196709939678977,0.21054121575973184,-689.0784281550591,0.5323745075484552,9.786451129141514e-07,-244.65408628112857,0.582920225243601,-0.7611408199643495,2.451019426526581e-10,-0.7743089610752455,1.238678156369715e-10,17,17,16,4138.117647058823,3227.0,1.282342004046738,911.1176470588234,37.5,0.08294898947286587,0.20991452471081812
valle del cauca,repollo,35,2007,2024,18,1,97.22222222222221,124895.65,3568.447142857143,151.558,144.96085714285715,25.05456429962977,0.26232047850247675,936.0767620250817,0.22900443789496286,0.22800776792285884,31.770627789392535,0.032642889006372286,0.2989731140497814,-4.608619278501846,0.4996386879846651,0.07899159663865546,0.5044736861420589,-0.5054776042999184,2.0286035898819316e-05,18,17,17,3436.6972222222225,3707.9470588235295,0.9268463566771177,-271.2498366013069,35.294117647058826,0.030481313581240916,0.32064196932695327
guaviare,maiz,33,2007,2024,18,3,91.66666666666666,120466.71,3650.506363636364,2620.2727272727275,2375.090909090909,1.6922202412901346,0.5776278464357857,2108.634129227404,0.6430207613606098,0.31648182626616955,-102.0028427739545,0.06906755337670088,0.13951071735266776,-121.90947591318158,0.15451972573969935,-0.10826254763665606,0.37696632169746624,-0.19183363704039055,0.11746582436343501,18,15,15,4073.109444444444,3143.3826666666664,1.2957726997851289,929.7267777777774,60.0,0.04010736981386354,0.09355481422716007
risaralda,maiz,35,2007,2024,18,1,97.22222222222221,118386.46,3382.470285714286,878.1094285714286,823.4042857142856,4.089552149774362,0.3577034413968494,1209.9212616225846,0.30019736520870327,0.12751599653368834,-40.679376213988114,0.032032753791257654,0.30360946511052156,-23.953259938021745,0.23397968128755567,-0.02184873949579832,0.8535281829769198,-0.3310924369747899,0.005147074191523642,18,17,17,3960.362777777778,2770.5841176470585,1.4294324263798743,1189.7786601307193,82.35294117647058,0.03212274250413312,0.09355481422716007
huila,ahuyama,35,2007,2024,18,1,97.22222222222221,117128.04000000001,3346.515428571429,262.4225714285715,248.12571428571428,14.125516247170001,0.3655971829310189,1223.4766133209057,0.41474652407757534,0.15612964395474732,117.87370549945886,0.2630282838537769,0.0016311661732633085,15.913611049330548,0.6058003474217669,0.23212792061798673,0.049996342046944794,0.49663370040762883,2.7862561626189943e-05,18,17,17,3421.187777777778,3267.450588235294,1.0470511138243457,153.73718954248397,64.70588235294117,0.03228121159647452,0.0821380302774234
la guajira,patilla,35,2007,2024,18,1,97.22222222222221,115805.3,3308.7228571428573,492.3457142857142,364.0542857142857,9.17986005762676,0.8446059932890991,2794.567155275489,0.73123274091518,0.24228325542832815,-112.01410227896157,0.0455277541736382,0.21842897123703403,-23.318983437866056,0.11888513906013669,-0.02857142857142857,0.8092262462292724,-0.13949579831932774,0.2385101430505585,18,17,17,4893.138888888889,1631.105882352941,2.9998904067652084,3262.0330065359476,94.11764705882352,0.048370788287833005,0.263014574837113
valle del cauca,habichuela,35,2007,2024,18,1,97.22222222222221,115008.09000000001,3285.9454285714287,407.58933333333334,388.7410476190476,8.452554301340825,0.15956793487669196,524.3315261546494,0.14403248423778717,0.060694285536064756,18.537988671915546,0.03542201038533781,0.2789308022687955,-1.277063643867168,0.01340968213418594,0.058823529411764705,0.6191537066890378,-0.14309784588016425,0.22729151168371498,18,17,17,3359.779444444445,3207.7682352941174,1.0473884638789652,152.01120915032743,70.58823529411765,0.029278126921296006,0.26234410769035965
valle del cauca,soya,35,2007,2024,18,1,97.22222222222221,113524.2,3243.5485714285714,1270.3528571428571,1261.152857142857,2.7424238242859116,0.6085682239588531,1973.920593438561,0.6616817422486199,0.17056601820978357,-228.06524398380864,0.37828470265548675,8.437775167418537e-05,-114.46135180819361,0.5254490662365382,-0.411764705882353,0.0005026300645801935,-0.4857142857142857,4.056920451811786e-05,18,17,17,3340.0716666666667,3141.3476470588234,1.0632607536430756,198.72401960784327,64.70588235294117,0.038850677248345074,0.8801723533870649
cundinamarca,brocoli,35,2007,2024,18,1,97.22222222222221,111007.77,3171.6505714285718,174.50314285714288,163.35047619047617,19.446879363547964,0.25274996371679187,801.6345668509138,0.2780990109919563,0.10647471286756491,8.098866598460928,0.0028923812826868243,0.7589660306067549,-2.2904818884094724,0.06312599727862356,-0.10252100840336134,0.38633259888632054,-0.19696997609387312,0.09653227375621859,18,17,17,3086.397777777778,3261.9182352941175,0.9461910309040861,-175.52045751633932,52.94117647058824,0.03034449510318412,0.28815083691932863
cauca,frijol,35,2007,2024,18,1,97.22222222222221,110745.07999999999,3164.1451428571427,2202.367142857143,1959.7114285714288,1.562340956280319,0.4901446344243367,1550.8887643112548,0.20698101504167685,0.29644915790420723,181.21809735628614,0.38690269661205845,6.636197075940033e-05,23.359075812167315,0.07440990883321992,0.47226890756302525,6.590568456431206e-05,0.17830115641671443,0.13219464675725895,18,17,17,3215.168888888889,3110.12,1.0337764745054496,105.048888888889,58.82352941176471,0.03523936320838276,0.09998560464958732
santander,habichuela,35,2007,2024,18,1,97.22222222222221,109411.28000000001,3126.0365714285717,358.22,330.16542857142855,9.595720945482327,0.26019480830104713,813.3784864449199,0.2794934370207205,0.16430139385675321,-46.70518304345894,0.09343395177093963,0.0741467826688098,2.100404786263959,0.012471624714255086,-0.2571428571428571,0.029793934910438233,0.09419683735222649,0.4264038863339936,18,17,17,3313.2877777777776,2927.7705882352943,1.1316760237607457,385.51718954248327,82.35294117647058,0.03045048612332394,0.26234410769035965
cundinamarca,espinaca,35,2007,2024,18,1,97.22222222222221,107088.58,3059.673714285714,151.86400000000003,140.83038095238095,21.538412202594206,0.3275734819383096,1002.267972183692,0.2096013040009498,0.18103992932582552,-38.5619035333541,0.0419477958668338,0.23790518423869034,-0.48043355129516857,0.006455486114003689,-0.13949579831932774,0.2385101430505585,-0.2265466541299079,0.056849673725699344,18,17,17,2865.2544444444447,3265.529411764706,0.8774241732816147,-400.2749673202611,17.647058823529413,0.031549672756206036,0.7827435010492556
narino,trigo,35,2007,2024,18,1,97.22222222222221,105920.74,3026.306857142857,1653.3600000000001,1514.337142857143,1.8456476182914319,1.8778511935077513,5682.953943606406,1.5110087386899334,0.21205882959765776,-586.2790990910843,0.3015924561178757,0.0006342415691918034,-282.8636656139259,0.3632833121183485,-0.4554621848739496,0.00011880057882565788,-0.46554621848739497,8.36145204950467e-05,18,17,17,5254.013333333332,667.5588235294117,7.870487435931326,4586.454509803921,82.35294117647058,0.12644494168864365,0.510900993894951
bolivar,aji,34,2007,2024,18,2,94.44444444444444,104714.70000000001,3079.844117647059,533.3117647058823,456.6470588235294,6.734210635722216,0.6815439372416379,2099.049086031675,0.5035742078454106,0.26733820305142875,135.2022271299262,0.1188768021235206,0.04583249400065898,29.140103891256324,0.3373397497934802,0.16934046345811055,0.15903570985034532,0.41532976827094475,0.0005521422366911854,18,16,16,3373.366666666667,2749.63125,1.226843296411716,623.7354166666669,81.25,0.04267177384679715,0.20793444438942935
valle del cauca,pepino cohombro,35,2007,2024,18,1,97.22222222222221,104166.63,2976.189428571429,155.15371428571427,149.74285542891423,19.78869619545769,0.29784964303566236,886.456958906512,0.26020501330517914,0.09520402650113086,47.84253280548019,0.08254161131352943,0.09423774162788968,3.491216879438934,0.21191315017980117,0.16302521008403362,0.1683456938502612,0.2811451795527933,0.017686459874905816,18,17,17,2848.5522222222226,3111.334705882353,0.9155402717800472,-262.7824836601303,11.76470588235294,0.031033706069485738,0.15017408413556602
tolima,ahuyama,35,2007,2024,18,1,97.22222222222221,102508.5,2928.8142857142857,237.42857142857142,218.4857142857143,13.650278339967091,0.342099740116656,1001.9466059928066,0.2869384368923703,0.12676903238968892,73.87568761769198,0.15405430490021152,0.019691242855629364,7.692162270361641,0.3612545974769937,0.29747899159663865,0.011948777586844326,0.41245849694870873,0.0005013150070162807,18,17,17,2828.3333333333335,3035.205882352941,0.9318423339179758,-206.8725490196075,41.17647058823529,0.031819670117867786,0.0821380302774234
bolivar,patilla,33,2007,2024,18,3,91.66666666666666,99933.3,3028.2818181818184,242.08333333333334,208.38484848484848,11.742141553936289,1.168787519366888,3539.4179942165765,0.80996247120836,0.39077288579825376,412.17956303829516,0.39588541329196136,8.771184078061105e-05,25.751325969539206,0.5035005136532268,0.551659015592255,6.500650252996515e-06,0.5289101902070075,1.5360089173081905e-05,18,15,15,4140.277777777777,1693.8866666666668,2.444247221052438,2446.3911111111106,93.33333333333333,0.07044449632111084,0.263014574837113
boyaca,frijol,35,2007,2024,18,1,97.22222222222221,98808.18000000001,2823.090857142857,2664.5145714285713,2460.309714285714,1.1598804957042452,0.2859325817430689,807.2136572781104,0.2898525419813669,0.19606264804217444,15.40437984668535,0.010319801865343859,0.5614612204837263,-72.57319247364441,0.25021996162198246,0.018487394957983194,0.8758629604320756,-0.30756302521008405,0.009353334884500302,18,17,17,2746.887222222222,2903.7770588235294,0.9459704263023307,-156.88983660130725,47.05882352941176,0.030840614697368755,0.09998560464958732
meta,ahuyama,24,2012,2024,13,2,92.3076923076923,98249.1,4093.7125,315.36041666666665,303.2895833333333,13.021952399427988,0.7660357418651744,3135.930091920238,0.7523286643926796,0.35055047116653615,501.78357181043435,0.36873513864450186,0.0016509078654643292,38.00762602597566,0.36959518297187244,0.4565217391304348,0.0014288748272159712,0.4420289855072464,0.002081735749030536,13,11,11,3295.27,5037.326363636364,0.6541704392607983,-1742.0563636363636,36.36363636363637,0.06509834623219331,0.0821380302774234
norte de santander,pimenton,35,2007,2024,18,1,97.22222222222221,98234.5,2806.7,168.98084565401638,164.51766929379968,16.960576560673093,0.4116962579271202,1155.5078871240482,0.40805197788053993,0.11970003442627336,159.9186757706508,0.5427657875073548,4.512913358849585e-07,11.738544395080917,0.8212634288110529,0.5630252100840336,1.9602492680890815e-06,0.8107656357816637,7.60599663781003e-12,18,17,17,2849.1583333333333,2761.7441176470584,1.0316518156507382,87.41421568627493,64.70588235294117,0.03327574652971477,0.20914195862847876
cundinamarca,apio,35,2007,2024,18,1,97.22222222222221,95770.35,2736.2957142857144,128.38371428571432,119.42942857142856,22.068514669486806,0.6525362530393659,1785.5321526076755,0.5152189638092208,0.15324330017752905,-118.14753495544394,0.12407203426894213,0.037965635944994566,-3.266430318935991,0.06910399692252582,-0.13816387850864437,0.24407166760523513,-0.2438682159926664,0.04061722151861869,18,17,17,2710.588888888889,2763.514705882353,0.9808483678842717,-52.925816993464196,29.411764705882355,0.040389649871054915,0.41547690060674053
bolivar,melon,34,2007,2024,18,2,94.44444444444444,93962.0,2763.5882352941176,386.9264705882353,354.44117647058823,8.675339277280003,0.6946000196132287,1919.5884424381823,0.7724801330346761,0.3064052645850029,-27.996955059614756,0.006201446975193732,0.6579853557670634,-10.537542036074589,0.036235545684480217,-0.03386809269162211,0.7782008366091302,-0.12845678616916517,0.28575639388856666,18,16,16,3289.288888888889,2172.175,1.5142835585939847,1117.1138888888886,75.0,0.04318467403039881,0.11954846649300852
caldas,maiz,35,2007,2024,18,1,97.22222222222221,90648.5,2589.957142857143,957.1142857142859,907.5759999999999,2.7244937721323335,0.767847691563438,1988.6926133910947,0.6392760341432095,0.15304579911926997,-271.9168520083627,0.5297815742729496,7.242119732536559e-07,-86.22570244502768,0.5627674387399008,-0.6638655462184874,2.0283503167073148e-08,-0.707563025210084,2.2478334102851786e-09,18,17,17,2882.9527777777776,2279.7264705882353,1.2646046861200382,603.2263071895422,64.70588235294117,0.04493556133300916,0.09355481422716007
norte de santander,zanahoria,35,2007,2024,18,1,97.22222222222221,89516.22,2557.6062857142856,137.0,132.0257142857143,19.787872453882695,0.2479863735285207,634.2515077080353,0.3089269180583505,0.10375863884453865,70.97117803181949,0.35481415294156715,0.00015991528361226115,5.775988612606202,0.5277885230231111,0.3922564481185679,0.0009342897863662922,0.4911234905407864,3.748871693546483e-05,18,17,17,2458.9955555555553,2662.0176470588235,0.9237337544596743,-203.02209150326826,29.411764705882355,0.030278290783263773,0.25856503560019845
cesar,frijol,35,2007,2024,18,1,97.22222222222221,89209.88999999998,2548.8539999999994,3290.5685714285714,2745.0319999999997,0.8952763408044783,0.48929665494738656,1247.1457361492658,0.14444709869836336,0.32477713632011396,199.3114692406922,0.7237525251341654,9.691697849390983e-11,32.21119241433507,0.13014095527406208,0.6470588235294117,4.5629507146046444e-08,0.23212792061798673,0.049996342046944794,18,17,17,2253.6499999999996,2861.422941176471,0.787597655547353,-607.7729411764712,11.76470588235294,0.03521631131628725,0.09998560464958732
magdalena,melon,34,2007,2024,18,2,94.44444444444444,88909.28,2614.978823529412,377.45911764705886,319.47588235294126,8.055461250350618,0.5286471582540777,1382.401123953415,0.4290842598218518,0.16668874812769177,118.42526719657589,0.21394802278969208,0.005880911652608934,14.038493121369603,0.2190300319546677,0.25490196078431376,0.03401486782556621,0.31550802139037437,0.008692254877280606,18,16,16,2957.6605555555557,2229.461875,1.3266253120186484,728.1986805555557,75.0,0.03738965224194956,0.11954846649300852
cundinamarca,ahuyama,35,2007,2024,18,1,97.22222222222221,86779.62000000001,2479.4177142857147,322.15428571428566,285.05285714285714,9.03845959221334,0.47025939599415795,1165.969476737216,0.4531716555418907,0.21492896523364585,60.105091855344526,0.07530227391091188,0.11064892401578684,5.779750307667214,0.04441449962499983,0.24033613445378152,0.042274801642017606,0.15294117647058825,0.19624277735153173,18,17,17,2450.413888888889,2510.1276470588236,0.9762108679055016,-59.71375816993486,41.17647058823529,0.03470930006833213,0.0821380302774234
cesar,cebolla de bulbo,35,2007,2024,18,1,97.22222222222221,83028.72,2372.249142857143,146.37428571428572,139.61714285714288,16.384310941360336,0.770766015310922,1828.4490191647503,0.6011070455670052,0.15920548339865104,-137.731172842252,0.16078987701483938,0.016974454751111902,-5.473380484260782,0.10965741091417175,-0.06890756302521009,0.5603924302324661,-0.06391928248901084,0.5893978391407426,18,17,17,2328.5461111111113,2418.5229411764703,0.96279678454421,-89.97683006535908,47.05882352941176,0.04506018654055624,0.32705758908039645
cesar,algodon,20,2007,2024,18,16,55.55555555555556,78626.34999999999,3931.3174999999997,1767.0,1690.675,1.867591928854419,1.3547017222161708,5325.762587828571,1.2154993352032128,0.46139069003079075,-698.5711806764867,0.552499440053393,0.00017299606569842442,-282.27284833336745,0.554663743180707,-0.6068622707420824,0.0001891690342886856,-0.6421052631578947,2.506940245978939e-05,3,17,3,702.1166666666668,4501.176470588235,0.155985145495731,-3799.0598039215683,100.0,0.13717279591833434,0.34808008457503015
valle del cauca,cilantro,35,2007,2024,18,1,97.22222222222221,78072.33,2230.638,265.90126530612247,259.4914693877551,8.510853773839926,0.3261789101397915,727.5870717564042,0.28614380761438724,0.07558564983767053,80.14834660379877,0.34385798293747527,0.00021402277876519224,8.020826751055392,0.31491161786130106,0.4151260504201681,0.0004519072031468842,0.38823529411764707,0.001036119499378297,18,17,17,2282.512222222222,2175.7123529411765,1.0490873111680739,106.79986928104563,52.94117647058824,0.031524368300636235,0.18391479166505917
