departamento,cultivo,n_periodos,anio_inicio,anio_fin,duracion_anios,gaps,completitud_pct,produccion_total,produccion_promedio,area_sembrada_promedio,area_cosechada_promedio,rendimiento_promedio,cv_produccion,std_produccion,cv_area_sembrada,cv_rendimiento,tendencia_produccion_pendiente,tendencia_produccion_r2,tendencia_produccion_pvalue,tendencia_area_pendiente,tendencia_area_r2,mk_tau_produccion,mk_pvalue_produccion,mk_tau_area,mk_pvalue_area,n_periodos_A,n_periodos_B,n_ciclos_completos,produccion_promedio_A,produccion_promedio_B,ratio_AB,diferencia_AB,porcentaje_A_mayor_B,hhi_tiempo_produccion,hhi_espacial_cultivo,escala_cuartiles_prod,es_gran_escala_cuartil,cluster_escala,escala_productiva
norte de santander,arroz,35,2007,2024,18,1,97.2222222222222,3098918.1200000006,88540.51771428573,15606.891428571427,15301.316,5.77965347591252,0.2151598199384689,19050.36184866454,0.1802986228121582,0.132916189334017,1973.1770889491872,0.3040084065759978,0.0005969612294159,311.4549041412749,0.3471623610597447,0.3983193277310924,0.0007633879309194,0.4319327731092437,0.000262477227264,18,17,17,90819.265,86127.72647058824,1.0544718724348758,4691.538529411759,47.05882352941176,0.0298563162742387,0.1516991903190055,Q4_gran_escala,1,1,Mediana
tolima,maiz,35,2007,2024,18,1,97.2222222222222,2791917.9600000004,79769.08457142858,22142.683142857142,21193.72885714285,3.678627888229488,0.3654535307289178,29151.89359964221,0.1986393641791337,0.2399073881632601,3566.5501909760856,0.4241535078835077,2.26549320434587e-05,167.44342526281451,0.0410681366555933,0.5092436974789916,1.684750517899537e-05,0.1865546218487394,0.11494310136854,18,17,17,75980.93722222222,83780.06411764707,0.9069095138853912,-7799.126895424852,35.294117647058826,0.0322782968376782,0.09355481422716,Q4_gran_escala,1,1,Mediana
sucre,arroz,35,2007,2024,18,1,97.2222222222222,2568651.77,73390.05057142855,21838.314285714285,18998.657142857144,3.883747018336873,0.3695475183978602,27121.111063764885,0.2871042780977721,0.1405712146206695,1636.5775619411952,0.1031853767004109,0.0598924326023552,46.16209984727846,0.0015360787593643,0.1899159663865546,0.1085462309037795,0.0050420168067226,0.9660169707693316,18,17,17,75812.13166666667,70825.49411764706,1.070407381002332,4986.637549019608,64.70588235294117,0.0323618143053359,0.1516991903190055,Q4_gran_escala,1,1,Mediana
antioquia,tomate,35,2007,2024,18,1,97.2222222222222,2493321.88,71237.768,937.317099458997,865.7261478651365,75.57965281738417,0.5390818421266623,38402.9872024318,0.361831529507333,0.2843374127695526,6578.717244784488,0.8315959192418906,2.5809272254216126e-14,53.58572572283969,0.7074117369396236,0.7277310924369749,7.786487523919227e-10,0.6672268907563025,1.720679496627679e-08,18,17,17,75929.51666666666,66270.03411764707,1.145759432262724,9659.482549019594,82.35294117647058,0.0366373174737656,0.1189848614782581,Q4_gran_escala,1,1,Mediana
boyaca,cebolla de bulbo,35,2007,2024,18,1,97.2222222222222,2285415.0200000005,65297.572000000015,2671.753714285715,2531.252285714286,25.73868379871405,0.2119651314381201,13840.808431570114,0.158889424272615,0.0880025002861347,535.1143300268376,0.0423574854601844,0.2355770077039773,-0.7618256898417974,9.12616515827278e-05,0.0957983193277311,0.4182381669289249,-0.0437342459135337,0.7119231506921901,18,17,17,69370.95222222221,60984.58117647058,1.1375162522061777,8386.371045751635,64.70588235294117,0.029818443572367,0.3270575890803964,Q4_gran_escala,1,1,Mediana
boyaca,tomate,35,2007,2024,18,1,97.2222222222222,2236432.52,63898.072,886.2237142857143,839.9294285714286,75.36292961479928,0.4452012221418375,28447.499746907128,0.3733756656440113,0.1547977937587964,3424.0367282001102,0.4105334489945365,3.3801783310886807e-05,40.26715433773707,0.4196459615351079,0.3915966386554622,0.0009365202233089,0.5180826054372457,1.21721044238678e-05,18,17,17,65486.22666666667,62216.49647058823,1.0525540713727612,3269.730196078439,52.94117647058824,0.0340726043744358,0.1189848614782581,Q4_gran_escala,1,1,Mediana
bolivar,maiz,35,2007,2024,18,1,97.2222222222222,2187562.73,62501.79228571429,41309.93428571429,34754.96428571428,1.803134567533746,0.2199015596745241,13744.24160608171,0.1351682235443001,0.1563005196783924,1242.6808785196392,0.2316528208749167,0.0034210514465224,-375.6936583485314,0.1282830956343061,0.307563025210084,0.0093533348845003,-0.3109243697478991,0.008607429037984,18,17,17,60478.429444444446,64644.17647058824,0.9355588197795494,-4165.747026143792,41.17647058823529,0.0299135736018022,0.09355481422716,Q4_gran_escala,1,1,Mediana
valle del cauca,maiz,35,2007,2024,18,1,97.2222222222222,2035076.1,58145.03142857144,10497.809714285711,10030.145142857142,5.849278016205986,0.1879801339579929,10930.110796934565,0.2062563850505435,0.0872749767017259,-1483.75060866213,0.5221948865682013,9.492633710280068e-07,-361.11234123630334,0.7881926646910099,-0.5495798319327732,3.419456152141422e-06,-0.734453781512605,5.434125892159657e-10,18,17,17,58804.212222222224,57447.07529411765,1.023624125704508,1357.13692810457,64.70588235294117,0.0295521975885203,0.09355481422716,Q4_gran_escala,1,1,Mediana
boyaca,cebolla de rama,35,2007,2024,18,1,97.2222222222222,2029908.65,57997.39000000001,1544.0600000000002,1448.2571428571428,40.51979646650131,0.243382488107307,14115.549081929848,0.2957251073963371,0.1304850343557572,1523.619825630533,0.3301547885467652,0.0003063369277343,53.147543851845285,0.3839030654806157,0.4676200139985529,7.867648766092089e-05,0.5942769364199763,5.32775988469431e-07,18,17,17,57487.09333333334,58537.70411764706,0.9820524087825132,-1050.6107843137215,47.05882352941176,0.0302155030266027,0.2898795021627748,Q4_gran_escala,1,1,Mediana
meta,soya,34,2007,2024,18,2,94.44444444444444,1901542.29,55927.714411764704,21981.74411764706,22300.45,2.473606503623181,0.7898723744413878,44175.75657950041,0.818287526094947,0.1296999323434991,5228.87357712714,0.3995097364471002,6.078287292356231e-05,1819.5435789243377,0.2917882789263752,0.4153297682709447,0.0005521422366911,0.3832442067736186,0.001436299276138,17,17,16,48415.15,63440.27882352941,0.7631610531642756,-15025.128823529412,37.5,0.0472220122326014,0.8801723533870649,Q4_gran_escala,1,1,Mediana
bolivar,arroz,35,2007,2024,18,1,97.2222222222222,1856370.48,53039.156571428575,15853.710571428572,14436.396,3.609485899941776,0.4443918843828618,23570.1707348548,0.3004600238930831,0.1545930557647149,2439.645858576874,0.3035904060392468,0.0006032584015601,637.4438290111651,0.5074678344495149,0.4521008403361344,0.0001333514946963,0.4890756302521009,3.586565198169301e-05,18,17,17,57396.852222222224,48425.12588235294,1.185270067478312,8971.726339869281,70.58823529411765,0.0340526212202301,0.1516991903190055,Q4_gran_escala,1,1,Mediana
cordoba,arroz,35,2007,2024,18,1,97.2222222222222,1693145.7,48375.591428571424,16587.14857142857,14681.042857142857,3.392869226292494,0.4110906653307726,19886.75406614105,0.3279767213009166,0.1861837504712417,1806.274410242724,0.233775812909684,0.0032561256635395,569.5943774743118,0.3106431642063973,0.334453781512605,0.0047120761564578,0.3983193277310924,0.0007633879309194,18,17,17,49543.75277777778,47138.71470588235,1.0510204422607077,2405.038071895433,82.35294117647058,0.0332619168931847,0.1516991903190055,Q4_gran_escala,1,1,Mediana
cesar,arroz,35,2007,2024,18,1,97.2222222222222,1673522.64,47814.93257142857,9275.69,8983.957142857143,5.295819002696929,0.2631152915739875,12580.83992512198,0.2007191448378473,0.1014706577405912,-380.90203253117454,0.0259756982366891,0.3550015230846327,-96.39483044941656,0.0759621701055058,-0.0789915966386554,0.5044736861420589,-0.2100840336134453,0.07586833499439,18,17,17,46145.11222222223,49582.977647058826,0.9306644016156514,-3437.8654248366,41.17647058823529,0.0304929047562793,0.1516991903190055,Q4_gran_escala,1,1,Mediana
cundinamarca,zanahoria,35,2007,2024,18,1,97.2222222222222,1658778.65,47393.67571428571,1721.258857142857,1639.0460000000005,28.92718909599897,0.2171943630471899,10293.63920922936,0.2225429097709527,0.0677752661975519,-622.613174087748,0.1036713253159795,0.059259703642551,-34.91669513515118,0.2354541149413116,-0.1596638655462184,0.177293272553184,-0.2489487844308843,0.0355511802526913,18,17,17,49978.128888888896,44657.19588235294,1.1191506296220135,5320.933006535954,88.23529411764706,0.029880730861667,0.2585650356001984,Q4_gran_escala,1,1,Mediana
santander,papa,35,2007,2024,18,1,97.2222222222222,1567041.8199999998,44772.62342857142,2416.3214285714284,2271.214285714286,19.50961670817512,0.6715681701970206,30067.86879084597,0.6013959542420564,0.1197161940236198,-2151.650447637265,0.1451102421584002,0.0239663551800542,-85.692010290171,0.098539458371512,-0.2235294117647058,0.0589199112477733,-0.1663865546218487,0.1597414156951522,18,17,17,61691.41888888889,26858.60470588236,2.296895894795969,34832.814183006536,94.11764705882352,0.0410890852616655,0.2770636521713945,Q4_gran_escala,1,1,Mediana
norte de santander,tomate,35,2007,2024,18,1,97.2222222222222,1511443.66,43184.10457142858,1098.4728571428575,1072.626,40.18100358262704,0.2499004211532411,10791.725919525608,0.2266233040894821,0.0876706167558843,-786.3248249633025,0.1504464981355041,0.0213171611697625,-23.73779487863827,0.2576634836501536,-0.2571428571428571,0.0297939349104382,-0.3532381400708493,0.0028580984993712,18,17,17,44641.88166666667,41640.57588235295,1.0720764715837097,3001.305784313721,58.82352941176471,0.0303047408136712,0.1189848614782581,Q4_gran_escala,1,1,Mediana
