departamento,cultivo,n_periodos,anio_inicio,anio_fin,duracion_anios,gaps,completitud_pct,produccion_total,produccion_promedio,area_sembrada_promedio,area_cosechada_promedio,rendimiento_promedio,cv_produccion,std_produccion,cv_area_sembrada,cv_rendimiento,tendencia_produccion_pendiente,tendencia_produccion_r2,tendencia_produccion_pvalue,tendencia_area_pendiente,tendencia_area_r2,mk_tau_produccion,mk_pvalue_produccion,mk_tau_area,mk_pvalue_area,n_periodos_A,n_periodos_B,n_ciclos_completos,produccion_promedio_A,produccion_promedio_B,ratio_AB,diferencia_AB,porcentaje_A_mayor_B,hhi_tiempo_produccion,hhi_espacial_cultivo,escala_cuartiles_prod,es_gran_escala_cuartil,cluster_escala,escala_productiva
cesar,tomate,35,2007,2024,18,1,97.2222222222222,146034.4,4172.411428571429,261.5837142857143,234.4414285714286,19.506089423431824,0.4215982750631318,1759.081461139412,0.4272399680967386,0.3348957235500091,181.9251990569816,0.3030914864339795,0.0006108574525691,15.607928028112635,0.5526946727880881,0.3848739495798319,0.001145444500098,0.5618168513507794,2.09790809231201e-06,18,17,17,4474.844444444444,3852.1882352941175,1.1616370154099664,622.6562091503265,76.47058823529412,0.0335047621128416,0.1189848614782581,Q4_gran_escala,1,0,Pequeña
valle del cauca,ahuyama,35,2007,2024,18,1,97.2222222222222,145361.66999999998,4153.190571428571,257.9894285714286,240.10800000000003,17.230877687761012,0.198781815238534,825.5787608201358,0.1499405401373912,0.0920497856814491,75.10017362810078,0.2344902460026631,0.0032023619960828,-0.0859979538276759,0.0001400535741001,0.3042016806722689,0.0101563789153701,0.0201850365754771,0.8646685425149012,18,17,17,4125.268333333333,4182.755294117647,0.9862561979503892,-57.48696078431385,58.82352941176471,0.0296681495039705,0.0821380302774234,Q4_gran_escala,1,0,Pequeña
santander,pimenton,35,2007,2024,18,1,97.2222222222222,143610.96000000002,4103.170285714286,246.23714285714283,223.42857142857144,19.17749642603952,0.4821344162907318,1978.2796106443327,0.3745745038531721,0.3496171703371452,-109.87477529172786,0.0874139153734357,0.0846349990396916,4.160971487033496,0.0576721112679651,-0.0924369747899159,0.4347561717584319,0.1853417882433034,0.1181395711400141,18,17,17,4580.029444444444,3598.260588235294,1.272845401864194,981.7688562091504,94.11764705882352,0.0350232018307331,0.2091419586284787,Q4_gran_escala,1,0,Pequeña
boyaca,arveja,35,2007,2024,18,1,97.2222222222222,143314.46,4094.698857142857,3129.5917142857143,2891.1465714285714,1.39583914903817,0.4114255821265891,1684.6638609330791,0.3338849695498251,0.1481198620434309,-163.32793944516115,0.2663510236242274,0.0015060245289795,-102.70604540130186,0.2737680948507942,-0.3142857142857143,0.0079151545413581,-0.2840336134453781,0.0163931900672441,18,17,17,4099.818888888889,4089.2776470588246,1.0025777760132395,10.541241830064337,47.05882352941176,0.0332695627162113,0.3037951755849065,Q4_gran_escala,1,0,Pequeña
atlantico,melon,34,2007,2024,18,2,94.44444444444444,139251.6,4095.635294117648,351.6754010695187,282.44010695187166,13.24125623724306,0.7251478158258847,2969.940987948817,0.5710583787338084,0.4709306058753871,393.47173341485774,0.5117043679966922,1.990278296096826e-06,12.17005475111864,0.1070601265604915,0.5329768270944742,9.314300612403643e-06,0.2442067736185383,0.0422601952480744,18,16,16,4932.394444444444,3154.28125,1.563714219981,1778.1131944444442,93.75,0.0444227497476666,0.1195484664930085,Q4_gran_escala,1,0,Pequeña
magdalena,patilla,34,2007,2024,18,2,94.44444444444444,134180.22999999998,3946.477352941176,530.0470588235294,442.10588235294114,8.805454187022551,0.6261703716013652,2471.1671906075485,0.4743925095998536,0.211824555649866,288.1513393457657,0.396391847430918,6.626100179482339e-05,31.51420666462853,0.4579266725940848,0.4210527991100413,0.0004670887016476,0.5388048530984427,7.553145668903199e-06,18,16,16,4739.23,3054.630625,1.5514903704600944,1684.5993749999998,87.5,0.0406046263243563,0.263014574837113,Q3_media-alta,0,0,Pequeña
valle del cauca,papa,28,2007,2024,18,8,77.77777777777779,131855.5,4709.125,263.44642857142856,259.75,18.25526469664424,0.2910652685043239,1370.6627325454242,0.2149196237466463,0.209203209220233,-151.39348811160318,0.316953083481541,0.0018145283382515,-2.997021536581639,0.0727921846577639,-0.2781459393413107,0.0380014112609133,-0.1997381152765848,0.1380247440408655,18,10,10,4954.055555555556,4268.25,1.1606760512049563,685.8055555555557,30.0,0.038631904010582,0.2770636521713945,Q4_gran_escala,1,0,Pequeña
magdalena,tomate,35,2007,2024,18,1,97.2222222222222,131309.76,3751.707428571429,324.98085714285713,264.0437142857143,14.196087718363,0.4740699996333125,1778.571939287153,0.389753678016868,0.1880529788150767,-120.0406323858666,0.1290843524186474,0.0340307872790266,-14.286168468187958,0.3604918524772453,-0.2168067226890756,0.0669536949958006,-0.3983193277310924,0.0007633879309194,18,17,17,4354.439444444444,3113.5205882352943,1.3985581020077622,1240.91885620915,70.58823529411765,0.0348091758324728,0.1189848614782581,Q3_media-alta,0,0,Pequeña
norte de santander,cebolla de rama,27,2007,2024,18,9,75.0,130198.12,4822.152592592593,326.98148148148147,319.1785185185185,14.694998150028162,0.7010239536569239,3380.4444755962454,0.6740656573304568,0.1164649485974647,574.8875057939739,0.7732745514708614,1.56174812869814e-09,38.02365539838565,0.7957425948701302,0.8045657259205162,4.1000265350996214e-09,0.7954293573868896,6.662302337376e-09,18,9,9,4114.737777777777,6236.982222222223,0.6597321639168799,-2122.244444444445,33.33333333333333,0.0545641963972845,0.2898795021627748,Q4_gran_escala,1,0,Pequeña
narino,repollo,35,2007,2024,18,1,97.2222222222222,129456.43,3698.7551428571433,156.25,151.22857142857146,24.47818157749585,0.6804858165085897,2516.9504134524886,0.6539873032046885,0.1499591741159918,-367.9366355292618,0.6055592880038592,3.751951348896203e-08,-13.878382485951104,0.5227077537741297,-0.5058823529411764,1.914540705938678e-05,-0.3364172762579517,0.0045032583403284,18,17,17,4071.929444444445,3303.629411764706,1.2325624145201366,768.3000326797387,64.70588235294117,0.0414237323918027,0.3206419693269532,Q3_media-alta,0,0,Pequeña
caqueta,arroz,35,2007,2024,18,1,97.2222222222222,129039.18,3686.8337142857135,1299.857142857143,1206.6,2.836297449022926,0.7021659864032558,2588.769231696208,0.523551116905043,0.2795807269139462,44.29605429770327,0.0082966607564242,0.6027948401867087,16.13369808579097,0.0159264265714674,0.0991596638655462,0.4020955799011128,0.0941968373522264,0.4264038863339936,18,17,17,4480.160555555555,2846.8405882352945,1.5737307435021244,1633.3199673202607,76.47058823529412,0.0422557228275072,0.1516991903190055,Q3_media-alta,0,0,Pequeña
santander,melon,34,2007,2024,18,2,94.44444444444444,128755.67,3786.9314705882352,161.6529411764706,153.09058823529412,25.007935181986944,0.3376154847254806,1278.5267040648243,0.3812159613537221,0.1512211812659869,-97.47528217670433,0.1694560514642537,0.0155689457484407,-6.366264139406906,0.3111341065110082,-0.3689839572192513,0.0021502131954729,-0.4718515616888268,9.042526927393102e-05,18,16,16,3967.480555555556,3583.81375,1.1070554533018229,383.666805555556,68.75,0.0326656393705639,0.1195484664930085,Q3_media-alta,0,0,Pequeña
tolima,sorgo,34,2007,2024,18,2,94.44444444444444,125207.0,3682.558823529412,1296.6470588235295,1210.0882352941176,3.138620860563742,1.3694616486009663,5043.123077540624,1.3196709939678977,0.2105412157597318,-689.0784281550591,0.5323745075484552,9.786451129141514e-07,-244.65408628112857,0.582920225243601,-0.7611408199643495,2.451019426526581e-10,-0.7743089610752455,1.2386781563697148e-10,17,17,16,4138.117647058823,3227.0,1.282342004046738,911.1176470588234,37.5,0.0829489894728658,0.2099145247108181,Q3_media-alta,0,0,Pequeña
valle del cauca,repollo,35,2007,2024,18,1,97.2222222222222,124895.65,3568.447142857143,151.558,144.96085714285715,25.05456429962977,0.2623204785024767,936.0767620250816,0.2290044378949628,0.2280077679228588,31.77062778939253,0.0326428890063722,0.2989731140497814,-4.608619278501846,0.4996386879846651,0.0789915966386554,0.5044736861420589,-0.5054776042999184,2.028603589881932e-05,18,17,17,3436.6972222222225,3707.9470588235295,0.9268463566771176,-271.2498366013069,35.294117647058826,0.0304813135812409,0.3206419693269532,Q3_media-alta,0,0,Pequeña
guaviare,maiz,33,2007,2024,18,3,91.66666666666666,120466.71,3650.506363636364,2620.2727272727275,2375.090909090909,1.6922202412901346,0.5776278464357857,2108.634129227404,0.6430207613606098,0.3164818262661695,-102.0028427739545,0.0690675533767008,0.1395107173526677,-121.90947591318158,0.1545197257396993,-0.108262547636656,0.3769663216974662,-0.1918336370403905,0.117465824363435,18,15,15,4073.109444444444,3143.3826666666664,1.2957726997851289,929.7267777777774,60.0,0.0401073698138635,0.09355481422716,Q3_media-alta,0,0,Pequeña
risaralda,maiz,35,2007,2024,18,1,97.2222222222222,118386.46,3382.470285714286,878.1094285714286,823.4042857142856,4.089552149774362,0.3577034413968494,1209.9212616225846,0.3001973652087032,0.1275159965336883,-40.679376213988114,0.0320327537912576,0.3036094651105215,-23.953259938021745,0.2339796812875556,-0.0218487394957983,0.8535281829769198,-0.3310924369747899,0.0051470741915236,18,17,17,3960.362777777778,2770.5841176470585,1.4294324263798743,1189.7786601307191,82.35294117647058,0.0321227425041331,0.09355481422716,Q3_media-alta,0,0,Pequeña
huila,ahuyama,35,2007,2024,18,1,97.2222222222222,117128.04,3346.515428571429,262.4225714285715,248.12571428571428,14.12551624717,0.3655971829310189,1223.4766133209057,0.4147465240775753,0.1561296439547473,117.87370549945886,0.2630282838537769,0.0016311661732633,15.913611049330548,0.6058003474217669,0.2321279206179867,0.0499963420469447,0.4966337004076288,2.7862561626189943e-05,18,17,17,3421.187777777778,3267.450588235294,1.0470511138243457,153.73718954248395,64.70588235294117,0.0322812115964745,0.0821380302774234,Q3_media-alta,0,0,Pequeña
la guajira,patilla,35,2007,2024,18,1,97.2222222222222,115805.3,3308.7228571428573,492.3457142857142,364.0542857142857,9.17986005762676,0.8446059932890991,2794.567155275489,0.73123274091518,0.2422832554283281,-112.01410227896156,0.0455277541736382,0.218428971237034,-23.318983437866056,0.1188851390601366,-0.0285714285714285,0.8092262462292724,-0.1394957983193277,0.2385101430505585,18,17,17,4893.138888888889,1631.105882352941,2.9998904067652084,3262.033006535948,94.11764705882352,0.048370788287833,0.263014574837113,Q3_media-alta,0,0,Pequeña
valle del cauca,habichuela,35,2007,2024,18,1,97.2222222222222,115008.09,3285.9454285714287,407.5893333333333,388.7410476190476,8.452554301340825,0.1595679348766919,524.3315261546494,0.1440324842377871,0.0606942855360647,18.537988671915542,0.0354220103853378,0.2789308022687955,-1.277063643867168,0.0134096821341859,0.0588235294117647,0.6191537066890378,-0.1430978458801642,0.2272915116837149,18,17,17,3359.779444444445,3207.7682352941174,1.0473884638789652,152.01120915032743,70.58823529411765,0.029278126921296,0.2623441076903596,Q3_media-alta,0,0,Pequeña
valle del cauca,soya,35,2007,2024,18,1,97.2222222222222,113524.2,3243.5485714285714,1270.3528571428571,1261.152857142857,2.742423824285912,0.6085682239588531,1973.920593438561,0.6616817422486199,0.1705660182097835,-228.06524398380864,0.3782847026554867,8.437775167418537e-05,-114.4613518081936,0.5254490662365382,-0.411764705882353,0.0005026300645801,-0.4857142857142857,4.056920451811786e-05,18,17,17,3340.0716666666667,3141.3476470588234,1.0632607536430756,198.72401960784327,64.70588235294117,0.038850677248345,0.8801723533870649,Q3_media-alta,0,0,Pequeña
cundinamarca,brocoli,35,2007,2024,18,1,97.2222222222222,111007.77,3171.650571428572,174.50314285714288,163.35047619047617,19.446879363547964,0.2527499637167918,801.6345668509138,0.2780990109919563,0.1064747128675649,8.098866598460928,0.0028923812826868,0.7589660306067549,-2.2904818884094724,0.0631259972786235,-0.1025210084033613,0.3863325988863205,-0.1969699760938731,0.0965322737562185,18,17,17,3086.397777777778,3261.918235294117,0.946191030904086,-175.52045751633932,52.94117647058824,0.0303444951031841,0.2881508369193286,Q3_media-alta,0,0,Pequeña
cauca,frijol,35,2007,2024,18,1,97.2222222222222,110745.08,3164.1451428571427,2202.367142857143,1959.7114285714288,1.562340956280319,0.4901446344243367,1550.8887643112548,0.2069810150416768,0.2964491579042072,181.2180973562861,0.3869026966120584,6.636197075940033e-05,23.359075812167315,0.0744099088332199,0.4722689075630252,6.590568456431206e-05,0.1783011564167144,0.1321946467572589,18,17,17,3215.168888888889,3110.12,1.0337764745054496,105.048888888889,58.82352941176471,0.0352393632083827,0.0999856046495873,Q3_media-alta,0,0,Pequeña
santander,habichuela,35,2007,2024,18,1,97.2222222222222,109411.28,3126.036571428572,358.22,330.1654285714285,9.595720945482327,0.2601948083010471,813.3784864449199,0.2794934370207205,0.1643013938567532,-46.70518304345894,0.0934339517709396,0.0741467826688098,2.100404786263959,0.012471624714255,-0.2571428571428571,0.0297939349104382,0.0941968373522264,0.4264038863339936,18,17,17,3313.2877777777776,2927.7705882352943,1.1316760237607455,385.51718954248327,82.35294117647058,0.0304504861233239,0.2623441076903596,Q3_media-alta,0,0,Pequeña
cundinamarca,espinaca,35,2007,2024,18,1,97.2222222222222,107088.58,3059.673714285714,151.86400000000003,140.83038095238095,21.53841220259421,0.3275734819383096,1002.267972183692,0.2096013040009498,0.1810399293258255,-38.5619035333541,0.0419477958668338,0.2379051842386903,-0.4804335512951685,0.0064554861140036,-0.1394957983193277,0.2385101430505585,-0.2265466541299079,0.0568496737256993,18,17,17,2865.2544444444447,3265.529411764706,0.8774241732816147,-400.2749673202611,17.647058823529413,0.031549672756206,0.7827435010492556,Q3_media-alta,0,0,Pequeña
narino,trigo,35,2007,2024,18,1,97.2222222222222,105920.74,3026.306857142857,1653.36,1514.337142857143,1.845647618291432,1.8778511935077515,5682.953943606406,1.5110087386899334,0.2120588295976577,-586.2790990910843,0.3015924561178757,0.0006342415691918,-282.8636656139259,0.3632833121183485,-0.4554621848739496,0.0001188005788256,-0.4655462184873949,8.36145204950467e-05,18,17,17,5254.013333333332,667.5588235294117,7.870487435931326,4586.454509803921,82.35294117647058,0.1264449416886436,0.510900993894951,Q3_media-alta,0,0,Pequeña
bolivar,aji,34,2007,2024,18,2,94.44444444444444,104714.7,3079.844117647059,533.3117647058823,456.6470588235294,6.734210635722216,0.6815439372416379,2099.049086031675,0.5035742078454106,0.2673382030514287,135.2022271299262,0.1188768021235206,0.0458324940006589,29.140103891256324,0.3373397497934802,0.1693404634581105,0.1590357098503453,0.4153297682709447,0.0005521422366911,18,16,16,3373.366666666667,2749.63125,1.226843296411716,623.7354166666669,81.25,0.0426717738467971,0.2079344443894293,Q3_media-alta,0,0,Pequeña
valle del cauca,pepino cohombro,35,2007,2024,18,1,97.2222222222222,104166.63,2976.189428571429,155.15371428571427,149.74285542891425,19.78869619545769,0.2978496430356623,886.456958906512,0.2602050133051791,0.0952040265011308,47.84253280548019,0.0825416113135294,0.0942377416278896,3.491216879438934,0.2119131501798011,0.1630252100840336,0.1683456938502612,0.2811451795527933,0.0176864598749058,18,17,17,2848.5522222222226,3111.334705882353,0.9155402717800472,-262.7824836601303,11.76470588235294,0.0310337060694857,0.150174084135566,Q3_media-alta,0,0,Pequeña
tolima,ahuyama,35,2007,2024,18,1,97.2222222222222,102508.5,2928.8142857142857,237.42857142857144,218.4857142857143,13.650278339967093,0.342099740116656,1001.9466059928066,0.2869384368923703,0.1267690323896889,73.87568761769198,0.1540543049002115,0.0196912428556293,7.692162270361641,0.3612545974769937,0.2974789915966386,0.0119487775868443,0.4124584969487087,0.0005013150070162,18,17,17,2828.333333333333,3035.205882352941,0.9318423339179758,-206.8725490196075,41.17647058823529,0.0318196701178677,0.0821380302774234,Q3_media-alta,0,0,Pequeña
bolivar,patilla,33,2007,2024,18,3,91.66666666666666,99933.3,3028.2818181818184,242.0833333333333,208.38484848484848,11.742141553936287,1.168787519366888,3539.4179942165765,0.80996247120836,0.3907728857982537,412.1795630382952,0.3958854132919613,8.771184078061105e-05,25.75132596953921,0.5035005136532268,0.551659015592255,6.500650252996515e-06,0.5289101902070075,1.5360089173081905e-05,18,15,15,4140.277777777777,1693.8866666666668,2.444247221052438,2446.3911111111106,93.33333333333331,0.0704444963211108,0.263014574837113,Q3_media-alta,0,0,Pequeña
boyaca,frijol,35,2007,2024,18,1,97.2222222222222,98808.18,2823.090857142857,2664.514571428572,2460.309714285714,1.1598804957042452,0.2859325817430689,807.2136572781104,0.2898525419813669,0.1960626480421744,15.40437984668535,0.0103198018653438,0.5614612204837263,-72.57319247364441,0.2502199616219824,0.0184873949579831,0.8758629604320756,-0.307563025210084,0.0093533348845003,18,17,17,2746.887222222222,2903.7770588235294,0.9459704263023307,-156.88983660130725,47.05882352941176,0.0308406146973687,0.0999856046495873,Q3_media-alta,0,0,Pequeña
meta,ahuyama,24,2012,2024,13,2,92.3076923076923,98249.1,4093.7125,315.36041666666665,303.2895833333333,13.021952399427988,0.7660357418651744,3135.930091920238,0.7523286643926796,0.3505504711665361,501.7835718104344,0.3687351386445018,0.0016509078654643,38.00762602597566,0.3695951829718724,0.4565217391304348,0.0014288748272159,0.4420289855072464,0.0020817357490305,13,11,11,3295.27,5037.326363636364,0.6541704392607983,-1742.0563636363636,36.36363636363637,0.0650983462321933,0.0821380302774234,Q4_gran_escala,1,0,Pequeña
norte de santander,pimenton,35,2007,2024,18,1,97.2222222222222,98234.5,2806.7,168.98084565401638,164.51766929379968,16.960576560673093,0.4116962579271202,1155.5078871240482,0.4080519778805399,0.1197000344262733,159.9186757706508,0.5427657875073548,4.512913358849585e-07,11.738544395080917,0.8212634288110529,0.5630252100840336,1.960249268089081e-06,0.8107656357816637,7.60599663781003e-12,18,17,17,2849.1583333333333,2761.7441176470584,1.0316518156507382,87.41421568627493,64.70588235294117,0.0332757465297147,0.2091419586284787,Q3_media-alta,0,0,Pequeña
cundinamarca,apio,35,2007,2024,18,1,97.2222222222222,95770.35,2736.2957142857144,128.38371428571432,119.42942857142856,22.06851466948681,0.6525362530393659,1785.5321526076757,0.5152189638092208,0.153243300177529,-118.14753495544394,0.1240720342689421,0.0379656359449945,-3.266430318935991,0.0691039969225258,-0.1381638785086443,0.2440716676052351,-0.2438682159926664,0.0406172215186186,18,17,17,2710.588888888889,2763.514705882353,0.9808483678842717,-52.9258169934642,29.411764705882355,0.0403896498710549,0.4154769006067405,Q3_media-alta,0,0,Pequeña
bolivar,melon,34,2007,2024,18,2,94.44444444444444,93962.0,2763.5882352941176,386.9264705882353,354.44117647058823,8.675339277280003,0.6946000196132287,1919.5884424381825,0.7724801330346761,0.3064052645850029,-27.99695505961476,0.0062014469751937,0.6579853557670634,-10.537542036074589,0.0362355456844802,-0.0338680926916221,0.7782008366091302,-0.1284567861691651,0.2857563938885666,18,16,16,3289.288888888889,2172.175,1.514283558593985,1117.1138888888886,75.0,0.0431846740303988,0.1195484664930085,Q3_media-alta,0,0,Pequeña
caldas,maiz,35,2007,2024,18,1,97.2222222222222,90648.5,2589.957142857143,957.114285714286,907.576,2.724493772132333,0.767847691563438,1988.6926133910947,0.6392760341432095,0.1530457991192699,-271.9168520083627,0.5297815742729496,7.242119732536559e-07,-86.22570244502768,0.5627674387399008,-0.6638655462184874,2.0283503167073148e-08,-0.707563025210084,2.247833410285178e-09,18,17,17,2882.9527777777776,2279.726470588236,1.2646046861200382,603.2263071895422,64.70588235294117,0.0449355613330091,0.09355481422716,Q3_media-alta,0,0,Pequeña
norte de santander,zanahoria,35,2007,2024,18,1,97.2222222222222,89516.22,2557.6062857142856,137.0,132.0257142857143,19.78787245388269,0.2479863735285207,634.2515077080353,0.3089269180583505,0.1037586388445386,70.97117803181949,0.3548141529415671,0.0001599152836122,5.775988612606202,0.5277885230231111,0.3922564481185679,0.0009342897863662,0.4911234905407864,3.748871693546483e-05,18,17,17,2458.995555555556,2662.0176470588235,0.9237337544596744,-203.02209150326823,29.411764705882355,0.0302782907832637,0.2585650356001984,Q3_media-alta,0,0,Pequeña
cesar,frijol,35,2007,2024,18,1,97.2222222222222,89209.88999999998,2548.854,3290.5685714285714,2745.032,0.8952763408044783,0.4892966549473865,1247.1457361492658,0.1444470986983633,0.3247771363201139,199.3114692406922,0.7237525251341654,9.691697849390984e-11,32.21119241433507,0.130140955274062,0.6470588235294117,4.562950714604646e-08,0.2321279206179867,0.0499963420469447,18,17,17,2253.65,2861.422941176471,0.787597655547353,-607.7729411764712,11.76470588235294,0.0352163113162872,0.0999856046495873,Q3_media-alta,0,0,Pequeña
magdalena,melon,34,2007,2024,18,2,94.44444444444444,88909.28,2614.978823529412,377.45911764705886,319.47588235294126,8.055461250350618,0.5286471582540777,1382.401123953415,0.4290842598218518,0.1666887481276917,118.42526719657587,0.213948022789692,0.0058809116526089,14.038493121369603,0.2190300319546677,0.2549019607843137,0.0340148678255662,0.3155080213903743,0.0086922548772806,18,16,16,2957.660555555556,2229.461875,1.3266253120186484,728.1986805555557,75.0,0.0373896522419495,0.1195484664930085,Q3_media-alta,0,0,Pequeña
cundinamarca,ahuyama,35,2007,2024,18,1,97.2222222222222,86779.62000000001,2479.4177142857147,322.15428571428566,285.05285714285714,9.03845959221334,0.4702593959941579,1165.969476737216,0.4531716555418907,0.2149289652336458,60.105091855344526,0.0753022739109118,0.1106489240157868,5.779750307667214,0.0444144996249998,0.2403361344537815,0.0422748016420176,0.1529411764705882,0.1962427773515317,18,17,17,2450.413888888889,2510.127647058824,0.9762108679055016,-59.71375816993486,41.17647058823529,0.0347093000683321,0.0821380302774234,Q3_media-alta,0,0,Pequeña
cesar,cebolla de bulbo,35,2007,2024,18,1,97.2222222222222,83028.72,2372.249142857143,146.37428571428572,139.61714285714288,16.384310941360336,0.770766015310922,1828.4490191647503,0.6011070455670052,0.159205483398651,-137.731172842252,0.1607898770148393,0.0169744547511119,-5.473380484260782,0.1096574109141717,-0.06890756302521,0.5603924302324661,-0.0639192824890108,0.5893978391407426,18,17,17,2328.546111111112,2418.5229411764703,0.96279678454421,-89.97683006535908,47.05882352941176,0.0450601865405562,0.3270575890803964,Q3_media-alta,0,0,Pequeña
cesar,algodon,20,2007,2024,18,16,55.55555555555556,78626.34999999999,3931.3175,1767.0,1690.675,1.867591928854419,1.3547017222161708,5325.762587828571,1.2154993352032128,0.4613906900307907,-698.5711806764867,0.552499440053393,0.0001729960656984,-282.27284833336745,0.554663743180707,-0.6068622707420824,0.0001891690342886,-0.6421052631578947,2.506940245978939e-05,3,17,3,702.1166666666668,4501.176470588235,0.155985145495731,-3799.059803921568,100.0,0.1371727959183343,0.3480800845750301,Q3_media-alta,0,0,Pequeña
valle del cauca,cilantro,35,2007,2024,18,1,97.2222222222222,78072.33,2230.638,265.90126530612247,259.4914693877551,8.510853773839926,0.3261789101397915,727.5870717564042,0.2861438076143872,0.0755856498376705,80.14834660379877,0.3438579829374752,0.0002140227787651,8.020826751055392,0.314911617861301,0.4151260504201681,0.0004519072031468,0.388235294117647,0.0010361194993782,18,17,17,2282.512222222222,2175.7123529411765,1.049087311168074,106.79986928104564,52.94117647058824,0.0315243683006362,0.1839147916650591,Q3_media-alta,0,0,Pequeña
huila,habichuela,35,2007,2024,18,1,97.2222222222222,75513.34999999999,2157.5242857142853,344.51,328.8662857142857,6.522131832590479,0.2433034163997561,524.9330296797292,0.1737770111176935,0.1000989805272889,-54.70232344350045,0.3077256297273537,0.0005436488376204,-4.704508992779089,0.1749847565411841,-0.4050420168067227,0.0006203779967807,-0.3181822690747182,0.0072614017563918,18,17,17,2283.3644444444444,2024.2817647058823,1.127987459184668,259.0826797385621,82.35294117647058,0.0302144349246375,0.2623441076903596,Q3_media-alta,0,0,Pequeña
norte de santander,pepino cohombro,25,2012,2024,13,1,96.15384615384616,74857.37999999999,2994.2952,141.26,136.316,21.724274852418272,0.5551702420526429,1662.3435909610664,0.5129766569073203,0.0550337880464146,338.4182317540212,0.6312673739656136,2.1075581450504786e-06,16.261872196082717,0.7671051606195869,0.6399999999999998,1.4546883279041998e-06,0.7045084942753576,8.254891548751714e-07,13,12,12,3464.946153846154,2484.4233333333336,1.394668174041523,980.5228205128204,83.33333333333334,0.0518354175101743,0.150174084135566,Q3_media-alta,0,0,Pequeña
narino,coliflor,35,2007,2024,18,1,97.2222222222222,73817.2,2109.062857142857,110.32571428571428,108.94571428571427,20.572301271318484,0.3716618239039065,783.8581482136984,0.4767792742221048,0.1582143670409073,-99.25984757498928,0.4543935696096014,9.02266916319532e-06,-7.568677253384341,0.5866940227485284,-0.6067226890756303,2.9483823487628704e-07,-0.6503811841992284,4.172001609024916e-08,18,17,17,2277.2722222222224,1930.958823529412,1.1793478941512685,346.3133986928103,64.70588235294117,0.0324053105190348,0.2897697174055221,Q3_media-alta,0,0,Pequeña
santander,cebolla de bulbo,35,2007,2024,18,1,97.2222222222222,71228.76,2035.1074285714285,185.15857142857143,172.4442857142857,12.416584161041916,0.4378665535504664,891.1054758535234,0.4802697736915032,0.2795544391107502,33.425340361490456,0.0398706554224642,0.2501328382089762,7.06154678765773,0.1786904954831024,0.0957983193277311,0.4182381669289249,0.299411375869577,0.0114678463800049,18,17,17,2251.9727777777784,1805.485294117647,1.247294998809909,446.4874836601314,76.47058823529412,0.0338928343154429,0.3270575890803964,Q3_media-alta,0,0,Pequeña
boyaca,remolacha,35,2007,2024,18,1,97.2222222222222,70188.14000000001,2005.375428571429,93.51428571428572,92.42285714285715,22.8761132463358,1.1605660455575115,2327.370630995343,1.258544887707216,0.3421084620330116,-210.594078406951,0.2320177092125406,0.0033921452140658,-10.902591818276177,0.2431790107108399,-0.2470588235294117,0.0368329830460166,-0.2055608924153001,0.0830780583915456,18,17,17,1733.2927777777777,2293.462941176471,0.7557535579313331,-560.1701633986931,29.411764705882355,0.0659551514836195,0.5121386892145101,Q3_media-alta,0,0,Pequeña
santander,tabaco,35,2007,2024,18,1,97.2222222222222,69526.59999999999,1986.474285714285,1359.2628571428572,1250.9602857142856,1.6539620834451896,0.7094657008101555,1409.3353712556386,0.7382228293113371,0.1423734807564858,-131.4153299823555,0.2463901144346349,0.0024227564168626,-97.06209169224384,0.2651412951066564,-0.3310924369747899,0.0051470741915236,-0.3397814490205313,0.0041179966276771,18,17,17,2821.817777777778,1101.9929411764706,2.5606495943297505,1719.8248366013072,100.0,0.0425417255030902,0.2568290616704286,Q3_media-alta,0,0,Pequeña
cundinamarca,pimenton,34,2007,2024,18,2,94.44444444444444,68652.62000000001,2019.1947058823528,109.53529411764708,105.53823529411764,19.827461931951927,0.573207094826203,1157.4167312472732,0.3771027712958076,0.424248675091828,-54.332644122650535,0.0591690216005496,0.1656762331078238,0.0719903738434089,8.155929649314668e-05,-0.1855486911332385,0.1230950904684772,-0.0463871727833096,0.6998833875377377,17,17,16,2211.157058823529,1827.2323529411765,1.210112690520379,383.9247058823533,62.5,0.0387912546085208,0.2091419586284787,Q3_media-alta,0,0,Pequeña
narino,arroz,35,2007,2024,18,1,97.2222222222222,66649.64,1904.2754285714288,867.0357142857143,793.8714285714286,2.0397550417633057,1.763173028201312,3357.567073923637,0.8573159743270474,0.579083537373994,12.203810180448691,0.0003743703251073,0.912154674607958,-42.9226161351067,0.0944879629211163,0.1428571428571428,0.2273852697037324,-0.4474349774230758,0.0001581170512302,18,17,17,1964.4538888888887,1840.557058823529,1.0673148542021045,123.89683006535984,52.94117647058824,0.1148559104741256,0.1516991903190055,Q3_media-alta,0,0,Pequeña
santander,pepino cohombro,35,2007,2024,18,1,97.2222222222222,66259.4,1893.125714285714,89.13428571428571,82.95285714285714,23.20335493714404,0.3782036842733315,715.9871199354394,0.2536837178619321,0.3526971398204421,-90.91436620553657,0.4568930319525535,8.343934375012514e-06,0.559481339798052,0.0173482779155573,-0.492436974789916,3.168299025878385e-05,0.0356555002886995,0.7651748524243118,18,17,17,2034.5833333333333,1743.3470588235296,1.1670558211778783,291.2362745098037,64.70588235294117,0.0325414636009219,0.150174084135566,Q3_media-alta,0,0,Pequeña
